REGION,STATE,CITY,POPULATION
South,Texas,"Hewitt, TX",14435
South,Louisiana,"Pineville, LA",14429
South,Alabama,"Ozark, AL",14428
South,Florida,"Miami Springs, FL",14424
South,Alabama,"Hartselle, AL",14373
South,Kentucky,"Glasgow, KY",14362
Pacific,California,"Mill Valley, CA",14355
Midwest,Missouri,"Carthage, MO",14350
Northeast,Pennsylvania,"Greensburg, PA",14299
South,Arkansas,"Forrest City, AR",14291
Northeast,New York,"Beacon, NY",14289
Pacific,California,"Red Bluff, CA",14287
Pacific,Washington,"Lynden, WA",14259
South,Florida,"St. Augustine, FL",14243
Mountain,Idaho,"Mountain Home, ID",14224
Midwest,Ohio,"Washington Court House, OH",14215
Mountain,New Mexico,"Deming, NM",14183
Midwest,Ohio,"New Franklin, OH",14165
South,Georgia,"Moultrie, GA",14160
Midwest,Ohio,"Willowick, OH",14148
Pacific,California,"Livingston, CA",14140
South,Georgia,"Grovetown, GA",14109
South,South Carolina,"Cayce, SC",14086
South,Alabama,"Fort Payne, AL",14071
Northeast,New York,"Oneonta, NY",14057
Pacific,California,"King City, CA",14055
South,Arkansas,"Blytheville, AR",14051
South,Georgia,"Covington, GA",14044
Midwest,Wisconsin,"Chippewa Falls, WI",14035
Pacific,Washington,"Ferndale, WA",14026
South,Alabama,"Muscle Shoals, AL",14022
Midwest,South Dakota,"Pierre, SD",14004
South,Arkansas,"Centerton, AR",14001
Pacific,California,"Auburn, CA",13997
Pacific,Washington,"Port Orchard, WA",13997
South,Mississippi,"Greenwood, MS",13996
Midwest,Missouri,"Grain Valley, MO",13996
Pacific,Washington,"East Wenatchee, WA",13983
South,Alabama,"Calera, AL",13979
Pacific,California,"California City, CA",13972
Midwest,Missouri,"Washington, MO",13966
Mountain,Colorado,"Sterling, CO",13961
South,North Carolina,"Hendersonville, NC",13954
Midwest,Illinois,"Hickory Hills, IL",13950
South,Texas,"Hidalgo, TX",13931
Midwest,Ohio,"Circleville, OH",13930
South,Florida,"Mount Dora, FL",13916
South,Alabama,"Gardendale, AL",13906
Midwest,Minnesota,"Hutchinson, MN",13895
South,Georgia,"Waycross, GA",13876
Midwest,Illinois,"Canton, IL",13865
South,North Carolina,"Reidsville, NC",13857
Midwest,Michigan,"Wixom, MI",13831
Midwest,Illinois,"Lincoln, IL",13816
South,Oklahoma,"Glenpool, OK",13814
Midwest,Illinois,"Wood Dale, IL",13798
Midwest,Ohio,"Sharonville, OH",13797
South,Texas,"Lockhart, TX",13788
Midwest,Ohio,"Maumee, OH",13787
Midwest,Ohio,"Bexley, OH",13786
Midwest,Minnesota,"Fergus Falls, MN",13783
Midwest,Missouri,"Moberly, MO",13783
South,Florida,"Destin, FL",13765
Midwest,Minnesota,"North Mankato, MN",13746
Midwest,Michigan,"Harper Woods, MI",13743
South,Tennessee,"Elizabethton, TN",13743
South,South Carolina,"Beaufort, SC",13729
Midwest,Minnesota,"Sauk Rapids, MN",13722
Northeast,New York,"Olean, NY",13711
Midwest,Minnesota,"Marshall, MN",13710
Midwest,Wisconsin,"Hudson, WI",13706
Pacific,Oregon,"St. Helens, OR",13701
South,Tennessee,"Soddy-Daisy, TN",13693
South,Texas,"Seabrook, TX",13693
Midwest,Ohio,"Monroe, OH",13683
South,Alabama,"Pell City, AL",13676
Midwest,Ohio,"Marietta, OH",13673
South,Tennessee,"McMinnville, TN",13662
South,Florida,"Palmetto, FL",13661
Midwest,Ohio,"Brecksville, OH",13632
Midwest,Michigan,"Sault Ste. Marie, MI",13631
Pacific,California,"Grover Beach, CA",13628
South,Texas,"Levelland, TX",13628
Northeast,Pennsylvania,"Pottsville, PA",13625
Pacific,California,"Carpinteria, CA",13622
South,Alabama,"Jasper, AL",13618
South,Tennessee,"Athens, TN",13615
South,Florida,"Atlantic Beach, FL",13608
Midwest,Minnesota,"Monticello, MN",13599
Midwest,Minnesota,"Alexandria, MN",13592
South,Maryland,"Havre de Grace, MD",13576
Mountain,Colorado,"Lone Tree, CO",13566
Northeast,Pennsylvania,"Washington, PA",13566
Midwest,Minnesota,"Vadnais Heights, MN",13561
Midwest,Ohio,"Lyndhurst, OH",13557
Pacific,California,"Palos Verdes Estates, CA",13544
South,Louisiana,"Baker, LA",13537
Mountain,Utah,"West Haven, UT",13532
Northeast,New Hampshire,"Lebanon, NH",13522
Pacific,Washington,"Snoqualmie, WA",13500
South,Georgia,"Monroe, GA",13484
Mountain,Utah,"Bluffdale, UT",13484
South,Florida,"Groveland, FL",13474
South,Texas,"Andrews, TX",13472
Midwest,Ohio,"Englewood, OH",13470
Pacific,California,"Solana Beach, CA",13444
South,Texas,"Santa Fe, TX",13442
Midwest,Minnesota,"Brainerd, MN",13428
South,Louisiana,"Youngsville, LA",13424
South,Mississippi,"Moss Point, MS",13398
Pacific,Washington,"Lake Forest Park, WA",13392
Pacific,California,"San Marino, CA",13327
Midwest,Missouri,"Dardenne Prairie, MO",13310
Pacific,California,"Lindsay, CA",13303
South,Texas,"Henderson, TX",13300
Midwest,Indiana,"Bedford, IN",13296
Mountain,Colorado,"Fruita, CO",13294
Midwest,Illinois,"Warrenville, IL",13269
Northeast,Pennsylvania,"Sharon, PA",13259
Midwest,Ohio,"Fostoria, OH",13256
Midwest,Ohio,"Warrensville Heights, OH",13251
Midwest,Minnesota,"Worthington, MN",13247
Midwest,Minnesota,"New Ulm, MN",13238
South,Georgia,"Dallas, GA",13237
Midwest,Ohio,"Clayton, OH",13215
South,Oklahoma,"Miami, OK",13212
Midwest,Ohio,"Powell, OH",13204
Midwest,Kansas,"McPherson, KS",13201
Mountain,New Mexico,"Las Vegas, NM",13201
Pacific,Oregon,"La Grande, OR",13173
Midwest,Indiana,"Auburn, IN",13169
South,Kentucky,"Bardstown, KY",13165
Midwest,Ohio,"Bellefontaine, OH",13161
South,Virginia,"Martinsville, VA",13142
Midwest,Illinois,"Streator, IL",13135
Northeast,Pennsylvania,"Coatesville, PA",13123
Midwest,South Dakota,"Huron, SD",13118
Midwest,Kansas,"Andover, KS",13111
Northeast,Pennsylvania,"Butler, PA",13107
Midwest,Wisconsin,"Verona, WI",13107
Midwest,Minnesota,"Mounds View, MN",13098
South,North Carolina,"Newton, NC",13098
Midwest,Wisconsin,"Stoughton, WI",13088
South,Texas,"Glenn Heights, TX",13084
South,Arkansas,"Harrison, AR",13079
South,Mississippi,"Bay St. Louis, MS",13043
Midwest,Michigan,"Rochester, MI",13029
Midwest,Ohio,"University Heights, OH",13028
South,Maryland,"New Carrollton, MD",13023
South,Alabama,"Chelsea, AL",13011
Midwest,Kansas,"El Dorado, KS",12993
Pacific,California,"Grass Valley, CA",12987
Midwest,Minnesota,"Rogers, MN",12984
Northeast,New Hampshire,"Claremont, NH",12982
Northeast,Pennsylvania,"Meadville, PA",12973
Northeast,Massachusetts,"North Adams, MA",12970
Mountain,Colorado,"Steamboat Springs, CO",12965
South,Alabama,"Moody, AL",12956
South,South Carolina,"Orangeburg, SC",12954
South,Texas,"Forest Hill, TX",12953
Pacific,California,"Commerce, CA",12947
South,Texas,"Beeville, TX",12937
South,Florida,"South Daytona, FL",12936
Midwest,Ohio,"West Carrollton, OH",12924
Midwest,Ohio,"Trenton, OH",12912
Midwest,Nebraska,"South Sioux City, NE",12911
South,Texas,"Port Neches, TX",12898
Northeast,New York,"Geneva, NY",12886
Midwest,Illinois,"Herrin, IL",12880
Pacific,California,"Malibu, CA",12877
Pacific,California,"Half Moon Bay, CA",12870
Midwest,Indiana,"Connersville, IN",12866
South,Georgia,"Clarkston, GA",12848
Midwest,Missouri,"Fulton, MO",12844
South,Louisiana,"Crowley, LA",12839
South,Texas,"Lumberton, TX",12829
South,Mississippi,"McComb, MS",12799
South,South Carolina,"Gaffney, SC",12782
South,Texas,"Red Oak, TX",12780
South,Florida,"Wilton Manors, FL",12773
Midwest,Ohio,"Greenville, OH",12771
Midwest,Ohio,"Loveland, OH",12770
Midwest,Ohio,"Dover, OH",12766
South,Florida,"Panama City Beach, FL",12757
South,Texas,"Borger, TX",12754
South,Texas,"Anna, TX",12753
Mountain,Colorado,"Federal Heights, CO",12744
Midwest,Iowa,"Grimes, IA",12742
Midwest,Missouri,"St. Ann, MO",12737
Midwest,Ohio,"Wickliffe, OH",12736
Midwest,Wisconsin,"Glendale, WI",12728
South,Mississippi,"Canton, MS",12725
Midwest,Missouri,"Marshall, MO",12708
South,Texas,"Athens, TX",12704
South,Georgia,"Lilburn, GA",12700
Mountain,Arizona,"Coolidge, AZ",12698
South,Tennessee,"Portland, TN",12697
South,Louisiana,"West Monroe, LA",12657
Midwest,Ohio,"Conneaut, OH",12642
South,Georgia,"Richmond Hill, GA",12632
Pacific,California,"Tehachapi, CA",12630
Midwest,Ohio,"Bedford, OH",12627
South,Tennessee,"Lakeland, TN",12618
South,Alabama,"Jacksonville, AL",12612
Pacific,California,"Grand Terrace, CA",12595
Midwest,Illinois,"Effingham, IL",12589
Northeast,Connecticut,"Derby, CT",12581
South,Texas,"Royse City, TX",12567
Midwest,Illinois,"Markham, IL",12538
South,Oklahoma,"Choctaw, OK",12524
South,Mississippi,"Grenada, MS",12511
Midwest,Iowa,"Boone, IA",12510
South,Texas,"Azle, TX",12495
Pacific,Oregon,"Cornelius, OR",12493
South,West Virginia,"South Charleston, WV",12493
Midwest,Michigan,"Woodhaven, MI",12486
Midwest,Wisconsin,"Fort Atkinson, WI",12482
Midwest,Illinois,"Kewanee, IL",12473
South,Alabama,"Irondale, AL",12468
Northeast,Pennsylvania,"New Kensington, PA",12466
Midwest,Wisconsin,"Platteville, WI",12457
Midwest,Illinois,"Centralia, IL",12452
Pacific,Washington,"Cheney, WA",12446
Midwest,Minnesota,"North St. Paul, MN",12444
South,Arkansas,"Marion, AR",12440
Pacific,California,"Avenal, CA",12440
Pacific,California,"Marysville, CA",12413
Midwest,Illinois,"Palos Heights, IL",12403
Midwest,Ohio,"Wilmington, OH",12398
Pacific,California,"Larkspur, CA",12396
South,Texas,"Gatesville, TX",12387
Midwest,Michigan,"New Baltimore, MI",12380
South,Maryland,"Cambridge, MD",12376
South,Florida,"Gulfport, FL",12371
Northeast,Pennsylvania,"St. Marys, PA",12370
Midwest,Illinois,"Northlake, IL",12364
Midwest,Kansas,"Ottawa, KS",12342
South,Arkansas,"Mountain Home, AR",12332
South,Louisiana,"Minden, LA",12319
South,Louisiana,"Mandeville, LA",12318
Midwest,Nebraska,"Beatrice, NE",12295
South,Florida,"Fernandina Beach, FL",12292
South,Florida,"South Miami, FL",12281
Northeast,Massachusetts,"Palmer Town, MA",12279
South,Louisiana,"Abbeville, LA",12272
South,Oklahoma,"Woodward, OK",12268
South,Alabama,"Sylacauga, AL",12264
South,Kentucky,"Shepherdsville, KY",12260
Midwest,Missouri,"West Plains, MO",12248
Midwest,Minnesota,"Waconia, MN",12232
Midwest,Michigan,"Escanaba, MI",12223
South,Florida,"Holly Hill, FL",12218
South,Texas,"Port Lavaca, TX",12212
Pacific,Oregon,"Gladstone, OR",12207
Midwest,Ohio,"Blue Ash, OH",12199
Pacific,California,"Fortuna, CA",12191
South,Mississippi,"Brookhaven, MS",12173
South,Texas,"Freeport, TX",12169
Midwest,Wisconsin,"Baraboo, WI",12164
South,Florida,"Lake City, FL",12163
South,Florida,"Florida City, FL",12155
Pacific,California,"Clayton, CA",12150
Pacific,Washington,"Kelso, WA",12130
Midwest,Indiana,"Washington, IN",12114
South,Georgia,"Bainbridge, GA",12111
Midwest,Michigan,"Riverview, MI",12107
Midwest,Kansas,"Winfield, KS",12104
South,Texas,"Fate, TX",12090
Midwest,Ohio,"Amherst, OH",12088
Mountain,Wyoming,"Green River, WY",12070
South,Texas,"Richmond, TX",12064
South,Georgia,"Loganville, GA",12062
South,Virginia,"Poquoson, VA",12053
South,North Carolina,"Belmont, NC",12046
South,Alabama,"Eufaula, AL",12044
South,Louisiana,"Broussard, LA",12042
Midwest,Missouri,"Festus, MO",12034
South,Alabama,"Leeds, AL",12031
Midwest,Missouri,"Neosho, MO",12031
Mountain,Arizona,"Cottonwood, AZ",12023
Midwest,Missouri,"Troy, MO",12015
Midwest,Ohio,"Norton, OH",12013
Pacific,California,"Kingsburg, CA",12002
South,Oklahoma,"Okmulgee, OK",11998
Pacific,Washington,"Woodinville, WA",11997
Midwest,Indiana,"Lake Station, IN",11965
Midwest,Kansas,"Lansing, KS",11947
Midwest,Michigan,"Clawson, MI",11946
Pacific,California,"Scotts Valley, CA",11945
Midwest,Ohio,"Macedonia, OH",11940
Midwest,Minnesota,"Cloquet, MN",11938
South,Georgia,"Holly Springs, GA",11935
Midwest,Minnesota,"East Bethel, MN",11928
Mountain,Idaho,"Blackfoot, ID",11922
Mountain,New Mexico,"Artesia, NM",11921
Midwest,Minnesota,"St. Peter, MN",11906
Midwest,Indiana,"Greensburg, IN",11902
Northeast,New Hampshire,"Somersworth, NH",11900
Mountain,Idaho,"Garden City, ID",11890
Midwest,Missouri,"Crestwood, MO",11870
Midwest,Kansas,"Arkansas City, KS",11866
Mountain,Wyoming,"Evanston, WY",11866
South,Tennessee,"Lewisburg, TN",11857
Mountain,New Mexico,"Portales, NM",11850
Northeast,New York,"Dunkirk, NY",11848
Pacific,California,"Healdsburg, CA",11840
Pacific,Washington,"Sedro-Woolley, WA",11838
South,Oklahoma,"Weatherford, OK",11832
Midwest,Ohio,"Bucyrus, OH",11817
South,Alabama,"Gulf Shores, AL",11809
Midwest,Illinois,"Pontiac, IL",11809
South,Louisiana,"Bogalusa, LA",11789
Pacific,Washington,"Enumclaw, WA",11784
Midwest,Ohio,"Salem, OH",11782
Midwest,Indiana,"Madison, IN",11777
Midwest,Wisconsin,"Port Washington, WI",11762
Pacific,California,"Emeryville, CA",11758
Midwest,Missouri,"Maryville, MO",11757
South,Tennessee,"Red Bank, TN",11754
South,Texas,"El Campo, TX",11751
Midwest,Michigan,"South Lyon, MI",11741
Midwest,Ohio,"Franklin, OH",11735
South,Florida,"Cocoa Beach, FL",11733
Midwest,Michigan,"East Grand Rapids, MI",11731
South,Mississippi,"Cleveland, MS",11729
South,Texas,"Tomball, TX",11707
South,Florida,"Orange City, FL",11697
Midwest,Ohio,"Beachwood, OH",11696
Pacific,Washington,"Newcastle, WA",11681
South,Mississippi,"Byram, MS",11671
Midwest,Ohio,"Seven Hills, OH",11663
South,Tennessee,"Collegedale, TN",11659
Mountain,Utah,"Santaquin, UT",11652
Midwest,Missouri,"Bridgeton, MO",11648
Mountain,Idaho,"Jerome, ID",11636
South,Texas,"Clute, TX",11634
Pacific,California,"Signal Hill, CA",11622
South,Texas,"Robinson, TX",11617
South,Mississippi,"D'Iberville, MS",11610
Midwest,South Dakota,"Spearfish, SD",11609
South,Tennessee,"White House, TN",11608
Pacific,California,"Los Alamitos, CA",11603
Midwest,Indiana,"Martinsville, IN",11603
Midwest,Illinois,"Plano, IL",11588
Midwest,Missouri,"Excelsior Springs, MO",11560
South,Oklahoma,"Elk City, OK",11555
Midwest,Iowa,"Oskaloosa, IA",11546
South,Oklahoma,"Guymon, OK",11545
South,Florida,"Minneola, FL",11529
Midwest,Missouri,"Union, MO",11524
South,North Carolina,"Archdale, NC",11518
Midwest,Missouri,"Mexico, MO",11506
South,Kentucky,"Lyndon, KY",11485
South,Arkansas,"Magnolia, AR",11467
Midwest,Missouri,"Branson, MO",11467
Midwest,Wisconsin,"Cedarburg, WI",11465
Midwest,Ohio,"Ravenna, OH",11461
South,Tennessee,"Crossville, TN",11449
Pacific,California,"Mendota, CA",11438
South,Georgia,"Douglas, GA",11430
South,Texas,"Leon Valley, TX",11426
South,Texas,"Roma, TX",11425
South,Kentucky,"Somerset, KY",11423
South,Kentucky,"Campbellsville, KY",11415
Midwest,Ohio,"Urbana, OH",11405
South,Texas,"Robstown, TX",11385
Pacific,California,"Piedmont, CA",11378
Mountain,Utah,"Smithfield, UT",11374
South,Texas,"Fredericksburg, TX",11369
Mountain,Utah,"Woods Cross, UT",11362
Pacific,California,"Newman, CA",11361
South,Oklahoma,"Guthrie, OK",11350
Midwest,Minnesota,"Mendota Heights, MN",11343
Northeast,New Jersey,"Gloucester City, NJ",11342
Midwest,Missouri,"Webb City, MO",11334
Northeast,New York,"Fulton, NY",11324
South,Texas,"Snyder, TX",11320
South,Kentucky,"Lawrenceburg, KY",11318
Midwest,Ohio,"Harrison, OH",11300
Midwest,Michigan,"Fenton, MI",11286
Mountain,Colorado,"Fort Morgan, CO",11281
Midwest,Kansas,"Haysville, KS",11278
Midwest,Wisconsin,"Waupun, WI",11269
South,Florida,"Lighthouse Point, FL",11242
Midwest,Minnesota,"Grand Rapids, MN",11242
Northeast,Pennsylvania,"Lower Burrell, PA",11228
Pacific,California,"Canyon Lake, CA",11223
South,Louisiana,"Morgan City, LA",11221
Midwest,Ohio,"Springdale, OH",11213
Pacific,Washington,"Edgewood, WA",11213
Midwest,Kansas,"Merriam, KS",11212
Midwest,Michigan,"Niles, MI",11208
Northeast,New Jersey,"Ocean City, NJ",11206
Midwest,Michigan,"Ionia, MI",11188
South,Texas,"Burkburnett, TX",11170
Pacific,Oregon,"Damascus, OR",11155
Midwest,Wisconsin,"Two Rivers, WI",11153
Mountain,New Mexico,"Lovington, NM",11152
Pacific,Oregon,"Sandy, OR",11149
South,Georgia,"Jefferson, GA",11136
Pacific,Washington,"Grandview, WA",11129
Midwest,Michigan,"Grosse Pointe Park, MI",11125
South,Texas,"Webster, TX",11123
Midwest,Missouri,"Town and Country, MO",11115
Pacific,California,"Sonoma, CA",11108
Mountain,Arizona,"Show Low, AZ",11098
South,Delaware,"Milford, DE",11075
Mountain,Wyoming,"Riverton, WY",11058
South,Florida,"Satellite Beach, FL",11056
Midwest,Iowa,"Spencer, IA",11045
Midwest,Ohio,"Coshocton, OH",11044
Pacific,California,"Sierra Madre, CA",11038
South,Tennessee,"Millington, TN",11033
South,Arkansas,"Camden, AR",11030
Midwest,Indiana,"Peru, IN",11024
Pacific,Oregon,"Ontario, OR",11009
South,Texas,"Raymondville, TX",11003
Mountain,Utah,"Grantsville, UT",11000
Northeast,New York,"Oneida, NY",10997
South,Texas,"Galena Park, TX",10989
South,Mississippi,"Yazoo City, MS",10987
Midwest,Wisconsin,"Burlington, WI",10978
Mountain,Utah,"Lindon, UT",10968
Pacific,California,"Placerville, CA",10936
Midwest,Minnesota,"Big Lake, MN",10915
Midwest,Michigan,"Grand Haven, MI",10905
Midwest,Michigan,"Highland Park, MI",10900
Midwest,Iowa,"Norwalk, IA",10896
Midwest,Missouri,"Bolivar, MO",10885
South,Texas,"Vidor, TX",10854
South,Arkansas,"Malvern, AR",10839
Midwest,Michigan,"Sturgis, MI",10824
South,Louisiana,"DeRidder, LA",10797
Midwest,Ohio,"Brooklyn, OH",10792
South,North Carolina,"Kings Mountain, NC",10791
Pacific,California,"Farmersville, CA",10778
South,North Carolina,"Lincolnton, NC",10776
Midwest,South Dakota,"Vermillion, SD",10772
South,Tennessee,"Lawrenceburg, TN",10772
South,Louisiana,"Gonzales, LA",10771
Midwest,Michigan,"Coldwater, MI",10764
Midwest,Ohio,"Montgomery, OH",10746
Midwest,Michigan,"Muskegon Heights, MI",10735
South,Arkansas,"Batesville, AR",10727
South,Georgia,"Cordele, GA",10726
Midwest,Ohio,"Ironton, OH",10722
Midwest,Ohio,"New Albany, OH",10718
Midwest,Ohio,"Heath, OH",10713
South,Texas,"Selma, TX",10712
Northeast,New York,"Corning, NY",10709
South,Arkansas,"Helena-West Helena, AR",10701
South,Florida,"Sebring, FL",10696
Midwest,Ohio,"East Liverpool, OH",10691
Northeast,New York,"Ogdensburg, NY",10687
South,Alabama,"Fairfield, AL",10683
South,Mississippi,"West Point, MS",10675
Pacific,Washington,"Poulsbo, WA",10670
South,Texas,"Jacinto City, TX",10661
Midwest,Ohio,"Van Wert, OH",10654
South,Arkansas,"Arkadelphia, AR",10650
Midwest,Illinois,"Taylorville, IL",10650
Mountain,Utah,"North Logan, UT",10646
South,Tennessee,"Manchester, TN",10642
Midwest,Kansas,"Atchison, KS",10636
Pacific,California,"Morro Bay, CA",10635
South,Mississippi,"Petal, MS",10633
Midwest,Missouri,"Bellefontaine Neighbors, MO",10628
Midwest,Iowa,"Storm Lake, IA",10611
Midwest,Wisconsin,"Marinette, WI",10607
Midwest,Wisconsin,"Monroe, WI",10604
Mountain,Utah,"West Point, UT",10603
Pacific,Oregon,"Newport, OR",10592
Midwest,Ohio,"Bedford Heights, OH",10580
South,Texas,"Sweetwater, TX",10579
Midwest,Michigan,"Farmington, MI",10578
Midwest,Missouri,"Eureka, MO",10574
South,Texas,"Rockport, TX",10555
Pacific,California,"Exeter, CA",10553
South,Tennessee,"Martin, TN",10543
South,Georgia,"Doraville, GA",10540
Midwest,Indiana,"Greencastle, IN",10529
Mountain,Colorado,"Castle Pines, CO",10523
Midwest,Iowa,"Fort Madison, IA",10520
South,Texas,"Bellmead, TX",10503
South,Texas,"Pleasanton, TX",10490
South,Georgia,"Vidalia, GA",10485
Northeast,New Jersey,"Somers Point, NJ",10480
Midwest,Minnesota,"Little Canada, MN",10477
Mountain,Idaho,"Burley, ID",10474
Midwest,Wisconsin,"Portage, WI",10473
Midwest,Minnesota,"North Branch, MN",10462
Midwest,Ohio,"Vermilion, OH",10453
Midwest,Michigan,"Cadillac, MI",10445
Midwest,Iowa,"Fairfield, IA",10420
South,Tennessee,"Union City, TN",10420
Midwest,Ohio,"Richmond Heights, OH",10417
South,Louisiana,"Covington, LA",10416
South,Florida,"Cape Canaveral, FL",10413
Midwest,Ohio,"Cambridge, OH",10411
South,Florida,"Avon Park, FL",10408
Midwest,Missouri,"Kennett, MO",10399
South,Louisiana,"Bastrop, LA",10395
South,Florida,"Palatka, FL",10389
South,Mississippi,"Picayune, MS",10382
South,South Carolina,"Forest Acres, SC",10380
Midwest,Michigan,"Big Rapids, MI",10378
Mountain,Utah,"Alpine, UT",10371
Pacific,California,"Anderson, CA",10370
South,West Virginia,"Vienna, WV",10370
Midwest,Minnesota,"Arden Hills, MN",10362
Midwest,Illinois,"Waterloo, IL",10355
South,Texas,"Vernon, TX",10346
South,Texas,"Pearsall, TX",10345
Midwest,Iowa,"Keokuk, IA",10343
Midwest,Michigan,"Melvindale, MI",10341
South,South Carolina,"Tega Cay, SC",10339
Pacific,Oregon,"Monmouth, OR",10338
Mountain,Arizona,"Sedona, AZ",10336
Mountain,Utah,"Cedar Hills, UT",10334
South,Oklahoma,"Warr Acres, OK",10333
Pacific,Oregon,"Silverton, OR",10313
South,South Carolina,"Newberry, SC",10302
South,Texas,"Ingleside, TX",10302
Mountain,Utah,"Vernal, UT",10291
Midwest,Ohio,"Celina, OH",10290
Northeast,New York,"Canandaigua, NY",10289
Mountain,Utah,"Pleasant View, UT",10287
Northeast,Pennsylvania,"Nanticoke, PA",10279
